Month,Year,CPI   ,Cash    ,10Y BM  ,SPX-TR     ,CAPE ,MsciWorldExUs
1    ,1871,12.46 ,100.00  ,100.00  ,100.00     ,11.10,             
2    ,1871,12.84 ,100.53  ,102.29  ,101.87     ,10.92,             
3    ,1871,13.04 ,101.06  ,103.44  ,104.87     ,11.19,             
4    ,1871,12.56 ,101.60  ,105.05  ,108.45     ,12.06,             
5    ,1871,12.27 ,102.13  ,106.73  ,111.47     ,12.59,             
6    ,1871,12.08 ,102.67  ,107.95  ,111.08     ,12.59,             
7    ,1871,12.08 ,103.22  ,106.63  ,109.55     ,12.27,             
8    ,1871,11.89 ,103.76  ,107.50  ,111.18     ,12.55,             
9    ,1871,12.18 ,104.31  ,108.91  ,112.81     ,12.31,             
10   ,1871,12.37 ,104.86  ,108.59  ,107.49     ,11.48,             
11   ,1871,12.37 ,105.42  ,109.22  ,109.13     ,11.60,             
12   ,1871,12.65 ,105.98  ,110.10  ,112.25     ,11.58,             
1    ,1872,12.65 ,106.67  ,107.31  ,115.42     ,11.90,             
2    ,1872,12.65 ,107.36  ,107.23  ,116.54     ,11.96,             
3    ,1872,12.84 ,108.06  ,108.12  ,120.62     ,12.18,             
4    ,1872,13.13 ,108.76  ,110.78  ,124.73     ,12.26,             
5    ,1872,13.13 ,109.47  ,113.52  ,125.26     ,12.28,             
6    ,1872,13.04 ,110.18  ,115.28  ,124.59     ,12.26,             
7    ,1872,12.84 ,110.90  ,113.22  ,124.23     ,12.38,             
8    ,1872,12.94 ,111.62  ,113.58  ,123.32     ,12.13,             
9    ,1872,13.04 ,112.35  ,112.56  ,122.12     ,11.82,             
10   ,1872,12.75 ,113.08  ,114.41  ,123.07     ,12.13,             
11   ,1872,13.13 ,113.82  ,115.39  ,123.38     ,11.71,             
12   ,1872,12.94 ,114.56  ,116.75  ,126.80     ,12.17,             
1    ,1873,12.94 ,115.35  ,115.41  ,128.35     ,12.25,             
2    ,1873,13.23 ,116.16  ,116.21  ,130.23     ,12.06,             
3    ,1873,13.23 ,116.97  ,117.77  ,129.65     ,11.96,             
4    ,1873,13.23 ,117.78  ,119.22  ,128.47     ,11.78,             
5    ,1873,12.94 ,118.60  ,121.49  ,129.50     ,12.05,             
6    ,1873,12.56 ,119.42  ,123.46  ,128.64     ,12.22,             
7    ,1873,12.56 ,120.25  ,120.93  ,129.07     ,12.16,             
8    ,1873,12.56 ,121.09  ,121.24  ,129.82     ,12.12,             
9    ,1873,12.56 ,121.93  ,119.01  ,120.51     ,11.16,             
10   ,1873,12.27 ,122.78  ,116.77  ,110.84     ,10.40,             
11   ,1873,11.89 ,123.64  ,117.01  ,107.56     ,10.31,             
12   ,1873,12.18 ,124.50  ,123.28  ,118.48     ,10.96,             
1    ,1874,12.37 ,125.21  ,122.14  ,125.34     ,11.33,             
2    ,1874,12.37 ,125.92  ,125.03  ,129.55     ,11.63,             
3    ,1874,12.37 ,126.64  ,126.34  ,128.43     ,11.43,             
4    ,1874,12.18 ,127.37  ,127.70  ,125.28     ,11.26,             
5    ,1874,12.08 ,128.10  ,128.28  ,122.89     ,11.02,             
6    ,1874,11.80 ,128.83  ,129.20  ,122.89     ,11.20,             
7    ,1874,11.89 ,129.57  ,125.28  ,123.57     ,11.07,             
8    ,1874,11.80 ,130.31  ,125.93  ,124.60     ,11.14,             
9    ,1874,11.80 ,131.05  ,126.04  ,127.37     ,11.28,             
10   ,1874,11.61 ,131.80  ,126.70  ,127.72     ,11.40,             
11   ,1874,11.51 ,132.55  ,128.85  ,129.13     ,11.56,             
12   ,1874,11.51 ,133.31  ,131.36  ,129.49     ,11.44,             
1    ,1875,11.51 ,133.86  ,129.97  ,130.26     ,11.41,             
2    ,1875,11.51 ,134.42  ,131.47  ,130.68     ,11.35,             
3    ,1875,11.51 ,134.97  ,132.13  ,132.89     ,11.47,             
4    ,1875,11.61 ,135.53  ,134.33  ,135.42     ,11.51,             
5    ,1875,11.32 ,136.09  ,136.60  ,131.06     ,11.33,             
6    ,1875,11.13 ,136.65  ,138.61  ,128.87     ,11.28,             
7    ,1875,11.13 ,137.22  ,133.67  ,129.91     ,11.29,             
8    ,1875,11.23 ,137.78  ,134.08  ,131.32     ,11.24,             
9    ,1875,11.13 ,138.35  ,134.33  ,130.52     ,11.23,             
10   ,1875,11.13 ,138.93  ,135.23  ,129.34     ,11.06,             
11   ,1875,11.04 ,139.50  ,136.41  ,131.89     ,11.34,             
12   ,1875,10.94 ,140.08  ,137.81  ,132.61     ,11.45,             
1    ,1876,10.85 ,140.70  ,136.08  ,136.42     ,11.80,             
2    ,1876,10.85 ,141.32  ,137.91  ,139.10     ,11.97,             
3    ,1876,10.85 ,141.95  ,137.97  ,139.47     ,11.96,             
4    ,1876,10.75 ,142.58  ,138.09  ,134.79     ,11.63,             
5    ,1876,10.37 ,143.21  ,138.64  ,130.46     ,11.63,             
6    ,1876,10.09 ,143.85  ,140.44  ,130.41     ,11.89,             
7    ,1876,10.09 ,144.49  ,138.15  ,129.53     ,11.76,             
8    ,1876,10.18 ,145.13  ,135.92  ,124.73     ,11.18,             
9    ,1876,10.28 ,145.78  ,133.98  ,117.92     ,10.42,             
10   ,1876,10.47 ,146.42  ,133.45  ,117.79     ,10.20,             
11   ,1876,10.56 ,147.07  ,134.38  ,116.46     ,9.94 ,             
12   ,1876,10.75 ,147.73  ,134.65  ,116.34     ,9.74 ,             
1    ,1877,10.94 ,148.35  ,132.02  ,116.13     ,9.52 ,             
2    ,1877,10.66 ,148.97  ,131.92  ,109.83     ,9.23 ,             
3    ,1877,10.18 ,149.59  ,131.44  ,104.70     ,9.20 ,             
4    ,1877,10.47 ,150.22  ,132.85  ,97.90      ,8.32 ,             
5    ,1877,10.66 ,150.85  ,135.25  ,98.45      ,8.19 ,             
6    ,1877,10.09 ,151.48  ,133.93  ,91.92      ,8.05 ,             
7    ,1877,10.18 ,152.12  ,134.44  ,96.19      ,8.34 ,             
8    ,1877,9.80  ,152.75  ,133.67  ,103.36     ,9.29 ,             
9    ,1877,9.70  ,153.39  ,130.83  ,110.13     ,9.98 ,             
10   ,1877,9.70  ,154.04  ,130.86  ,113.10     ,10.21,             
11   ,1877,9.51  ,154.68  ,132.01  ,111.84     ,10.27,             
12   ,1877,9.51  ,155.33  ,131.95  ,111.85     ,10.24,             
1    ,1878,9.23  ,155.97  ,132.38  ,112.31     ,10.57,             
2    ,1878,9.13  ,156.60  ,132.82  ,110.63     ,10.45,             
3    ,1878,8.94  ,157.24  ,132.36  ,112.83     ,10.88,             
4    ,1878,8.85  ,157.88  ,131.73  ,116.78     ,11.30,             
5    ,1878,8.56  ,158.53  ,134.62  ,117.69     ,11.70,             
6    ,1878,8.37  ,159.18  ,133.58  ,120.75     ,12.21,             
7    ,1878,8.47  ,159.83  ,132.87  ,123.38     ,12.31,             
8    ,1878,8.56  ,160.48  ,133.56  ,122.50     ,12.06,             
9    ,1878,8.56  ,161.13  ,134.08  ,125.63     ,12.29,             
10   ,1878,8.47  ,161.79  ,133.53  ,124.78     ,12.28,             
11   ,1878,8.37  ,162.45  ,134.31  ,124.84     ,12.37,             
12   ,1878,8.18  ,163.12  ,135.09  ,124.45     ,12.57,             
1    ,1879,8.28  ,163.69  ,134.53  ,129.93     ,12.88,             
2    ,1879,8.37  ,164.27  ,135.49  ,134.96     ,13.18,             
3    ,1879,8.28  ,164.86  ,135.35  ,133.67     ,13.09,             
4    ,1879,8.18  ,165.44  ,136.81  ,138.28     ,13.66,             
5    ,1879,8.18  ,166.03  ,140.42  ,145.23     ,14.24,             
6    ,1879,8.09  ,166.61  ,140.10  ,147.16     ,14.45,             
7    ,1879,8.18  ,167.20  ,139.54  ,150.02     ,14.54,             
8    ,1879,8.18  ,167.80  ,139.74  ,151.98     ,14.61,             
9    ,1879,8.47  ,168.39  ,141.23  ,158.12     ,14.59,             
10   ,1879,8.94  ,168.99  ,141.79  ,175.92     ,15.29,             
11   ,1879,9.42  ,169.58  ,143.55  ,185.86     ,15.26,             
12   ,1879,9.70  ,170.19  ,144.97  ,186.06     ,14.76,             
1    ,1880,9.99  ,170.91  ,145.78  ,193.78     ,14.87,             
2    ,1880,9.99  ,171.63  ,149.41  ,198.24     ,15.12,             
3    ,1880,10.09 ,172.36  ,151.03  ,202.22     ,15.24,             
4    ,1880,9.70  ,173.10  ,151.68  ,198.64     ,15.46,             
5    ,1880,9.42  ,173.83  ,153.56  ,183.65     ,14.63,             
6    ,1880,9.23  ,174.57  ,155.81  ,184.91     ,14.96,             
7    ,1880,9.23  ,175.31  ,155.49  ,194.36     ,15.59,             
8    ,1880,9.23  ,176.06  ,157.75  ,202.40     ,16.10,             
9    ,1880,9.32  ,176.81  ,157.52  ,202.73     ,15.85,             
10   ,1880,9.32  ,177.56  ,156.46  ,209.39     ,16.25,             
11   ,1880,9.42  ,178.31  ,160.82  ,221.46     ,16.87,             
12   ,1880,9.51  ,179.07  ,163.02  ,231.13     ,17.32,             
1    ,1881,9.42  ,179.79  ,164.41  ,245.74     ,18.47,             
2    ,1881,9.51  ,180.50  ,165.53  ,245.62     ,18.15,             
3    ,1881,9.51  ,181.22  ,166.66  ,249.43     ,18.27,             
4    ,1881,9.61  ,181.95  ,168.70  ,249.78     ,17.95,             
5    ,1881,9.51  ,182.67  ,172.59  ,261.61     ,18.87,             
6    ,1881,9.51  ,183.40  ,174.28  ,265.50     ,19.03,             
7    ,1881,9.61  ,184.13  ,172.55  ,257.38     ,18.12,             
8    ,1881,9.80  ,184.87  ,171.85  ,252.23     ,17.29,             
9    ,1881,10.18 ,185.61  ,173.83  ,255.19     ,16.72,             
10   ,1881,10.28 ,186.35  ,173.20  ,252.06     ,16.26,             
11   ,1881,10.18 ,187.09  ,174.91  ,254.53     ,16.48,             
12   ,1881,10.18 ,187.84  ,177.48  ,248.43     ,15.96,             
1    ,1882,10.18 ,188.66  ,177.60  ,245.32     ,15.68,             
2    ,1882,10.28 ,189.49  ,178.30  ,241.17     ,15.15,             
3    ,1882,10.28 ,190.32  ,180.02  ,241.67     ,15.09,             
4    ,1882,10.37 ,191.15  ,182.42  ,242.64     ,14.92,             
5    ,1882,10.47 ,191.99  ,184.45  ,240.52     ,14.57,             
6    ,1882,10.56 ,192.83  ,184.00  ,240.51     ,14.33,             
7    ,1882,10.47 ,193.68  ,183.28  ,255.28     ,15.24,             
8    ,1882,10.56 ,194.53  ,184.26  ,263.75     ,15.53,             
9    ,1882,10.28 ,195.38  ,184.67  ,267.50     ,16.08,             
10   ,1882,10.18 ,196.24  ,183.75  ,261.69     ,15.76,             
11   ,1882,10.09 ,197.10  ,184.65  ,251.57     ,15.19,             
12   ,1882,9.99  ,197.96  ,187.19  ,253.79     ,15.38,             
1    ,1883,9.99  ,198.84  ,185.87  ,253.86     ,15.27,             
2    ,1883,10.09 ,199.73  ,186.39  ,249.05     ,14.76,             
3    ,1883,9.99  ,200.62  ,187.59  ,253.49     ,15.05,             
4    ,1883,9.90  ,201.51  ,188.21  ,260.14     ,15.48,             
5    ,1883,9.80  ,202.41  ,188.15  ,256.37     ,15.34,             
6    ,1883,9.51  ,203.32  ,189.07  ,260.34     ,15.90,             
7    ,1883,9.32  ,204.22  ,188.21  ,257.13     ,15.95,             
8    ,1883,9.32  ,205.13  ,189.24  ,246.64     ,15.20,             
9    ,1883,9.23  ,206.05  ,191.85  ,250.68     ,15.49,             
10   ,1883,9.23  ,206.97  ,193.27  ,245.18     ,15.05,             
11   ,1883,9.13  ,207.89  ,195.80  ,249.85     ,15.41,             
12   ,1883,9.23  ,208.82  ,199.24  ,245.95     ,14.90,             
1    ,1884,9.23  ,209.80  ,199.27  ,239.73     ,14.43,             
2    ,1884,9.23  ,210.79  ,199.82  ,247.26     ,14.81,             
3    ,1884,9.23  ,211.78  ,201.26  ,247.33     ,14.74,             
4    ,1884,9.04  ,212.78  ,200.68  ,238.70     ,14.35,             
5    ,1884,8.85  ,213.78  ,196.76  ,219.50     ,13.47,             
6    ,1884,8.85  ,214.78  ,195.27  ,211.98     ,12.91,             
7    ,1884,8.75  ,215.80  ,195.71  ,213.20     ,13.04,             
8    ,1884,8.75  ,216.81  ,196.98  ,228.10     ,13.86,             
9    ,1884,8.66  ,217.83  ,198.45  ,221.51     ,13.57,             
10   ,1884,8.56  ,218.86  ,199.41  ,215.42     ,13.27,             
11   ,1884,8.37  ,219.89  ,202.12  ,212.33     ,13.30,             
12   ,1884,8.28  ,220.92  ,204.12  ,212.85     ,13.43,             
1    ,1885,8.28  ,221.70  ,202.70  ,209.04     ,13.13,             
2    ,1885,8.37  ,222.48  ,203.88  ,216.51     ,13.38,             
3    ,1885,8.18  ,223.26  ,204.86  ,218.07     ,13.73,             
4    ,1885,8.28  ,224.05  ,204.37  ,218.57     ,13.55,             
5    ,1885,8.09  ,224.84  ,205.14  ,217.07     ,13.71,             
6    ,1885,7.90  ,225.63  ,206.96  ,217.07     ,13.98,             
7    ,1885,7.99  ,226.42  ,207.42  ,226.13     ,14.33,             
8    ,1885,7.99  ,227.22  ,208.41  ,239.77     ,15.13,             
9    ,1885,7.90  ,228.02  ,209.50  ,237.68     ,15.12,             
10   ,1885,7.90  ,228.82  ,210.28  ,252.45     ,15.99,             
11   ,1885,7.99  ,229.62  ,210.74  ,269.81     ,16.82,             
12   ,1885,8.18  ,230.43  ,212.59  ,268.69     ,16.30,             
1    ,1886,7.99  ,231.25  ,212.30  ,269.64     ,16.69,             
2    ,1886,7.99  ,232.07  ,216.75  ,275.77     ,17.01,             
3    ,1886,7.90  ,232.89  ,218.83  ,270.98     ,16.84,             
4    ,1886,7.80  ,233.72  ,218.65  ,268.25     ,16.80,             
5    ,1886,7.61  ,234.55  ,218.90  ,263.95     ,16.86,             
6    ,1886,7.52  ,235.38  ,220.68  ,276.91     ,17.83,             
7    ,1886,7.61  ,236.22  ,220.82  ,282.01     ,17.85,             
8    ,1886,7.71  ,237.06  ,221.07  ,285.00     ,17.72,             
9    ,1886,7.71  ,237.90  ,223.74  ,293.32     ,18.15,             
10   ,1886,7.71  ,238.74  ,225.96  ,301.67     ,18.56,             
11   ,1886,7.71  ,239.59  ,226.11  ,310.04     ,18.97,             
12   ,1886,7.80  ,240.44  ,227.92  ,302.93     ,18.19,             
1    ,1887,7.99  ,241.66  ,226.40  ,300.65     ,17.51,             
2    ,1887,8.09  ,242.89  ,228.55  ,299.43     ,17.13,             
3    ,1887,8.09  ,244.13  ,229.70  ,307.41     ,17.47,             
4    ,1887,8.09  ,245.37  ,230.74  ,315.40     ,17.82,             
5    ,1887,8.09  ,246.62  ,231.56  ,321.80     ,18.08,             
6    ,1887,7.99  ,247.88  ,232.26  ,313.51     ,17.71,             
7    ,1887,7.90  ,249.14  ,230.06  ,306.91     ,17.43,             
8    ,1887,7.99  ,250.41  ,229.31  ,300.28     ,16.74,             
9    ,1887,7.90  ,251.68  ,226.53  ,297.49     ,16.68,             
10   ,1887,7.99  ,252.97  ,227.91  ,288.65     ,15.88,             
11   ,1887,8.09  ,254.25  ,230.79  ,295.33     ,15.95,             
12   ,1887,8.28  ,255.55  ,229.35  ,294.80     ,15.46,             
1    ,1888,8.37  ,256.62  ,230.41  ,298.17     ,15.36,             
2    ,1888,8.28  ,257.69  ,233.43  ,297.62     ,15.42,             
3    ,1888,8.28  ,258.77  ,230.83  ,287.50     ,14.81,             
4    ,1888,8.18  ,259.85  ,230.99  ,289.79     ,15.02,             
5    ,1888,8.09  ,260.94  ,234.60  ,294.90     ,15.39,             
6    ,1888,7.99  ,262.03  ,237.07  ,286.83     ,15.08,             
7    ,1888,8.09  ,263.13  ,237.10  ,295.34     ,15.28,             
8    ,1888,8.09  ,264.23  ,238.66  ,302.73     ,15.60,             
9    ,1888,8.09  ,265.33  ,241.13  ,311.27     ,15.99,             
10   ,1888,8.18  ,266.44  ,239.54  ,310.55     ,15.72,             
11   ,1888,8.28  ,267.56  ,239.93  ,305.14     ,15.22,             
12   ,1888,8.28  ,268.68  ,241.39  ,300.29     ,14.95,             
1    ,1889,7.99  ,269.72  ,240.36  ,307.10     ,15.80,             
2    ,1889,7.90  ,270.78  ,243.36  ,311.60     ,16.19,             
3    ,1889,7.80  ,271.83  ,246.36  ,306.13     ,16.07,             
4    ,1889,7.80  ,272.89  ,245.31  ,306.54     ,16.05,             
5    ,1889,7.61  ,273.96  ,246.66  ,315.82     ,16.92,             
6    ,1889,7.61  ,275.03  ,247.67  ,322.19     ,17.22,             
7    ,1889,7.61  ,276.10  ,246.15  ,316.71     ,16.89,             
8    ,1889,7.61  ,277.17  ,246.31  ,321.97     ,17.13,             
9    ,1889,7.71  ,278.26  ,246.95  ,330.84     ,17.35,             
10   ,1889,7.71  ,279.34  ,245.78  ,325.90     ,17.05,             
11   ,1889,7.71  ,280.43  ,246.18  ,323.96     ,16.91,             
12   ,1889,7.80  ,281.52  ,247.08  ,323.23     ,16.61,             
1    ,1890,7.61  ,282.79  ,244.80  ,327.86     ,17.22,             
2    ,1890,7.61  ,284.07  ,241.08  ,325.20     ,17.03,             
3    ,1890,7.61  ,285.35  ,240.14  ,323.77     ,16.90,             
4    ,1890,7.61  ,286.64  ,239.81  ,331.54     ,17.26,             
5    ,1890,7.71  ,287.93  ,240.59  ,346.71     ,17.79,             
6    ,1890,7.71  ,289.23  ,241.74  ,345.27     ,17.68,             
7    ,1890,7.71  ,290.53  ,243.13  ,343.89     ,17.59,             
8    ,1890,7.99  ,291.84  ,246.03  ,336.90     ,16.60,             
9    ,1890,8.09  ,293.15  ,249.41  ,332.39     ,16.17,             
10   ,1890,8.09  ,294.48  ,246.48  ,318.41     ,15.48,             
11   ,1890,7.90  ,295.80  ,247.26  ,296.25     ,14.75,             
12   ,1890,7.90  ,297.14  ,246.05  ,290.38     ,14.44,             
1    ,1891,7.80  ,298.62  ,243.33  ,306.60     ,15.43,             
2    ,1891,7.90  ,300.10  ,244.25  ,311.48     ,15.48,             
3    ,1891,7.99  ,301.59  ,245.93  ,306.85     ,15.05,             
4    ,1891,8.09  ,303.10  ,247.62  ,318.15     ,15.41,             
5    ,1891,7.99  ,304.60  ,248.30  ,317.99     ,15.57,             
6    ,1891,7.80  ,306.12  ,248.98  ,312.71     ,15.66,             
7    ,1891,7.71  ,307.64  ,239.59  ,308.72     ,15.62,             
8    ,1891,7.71  ,309.17  ,239.62  ,320.23     ,16.16,             
9    ,1891,7.61  ,310.71  ,242.36  ,347.35     ,17.71,             
10   ,1891,7.61  ,312.26  ,240.47  ,348.49     ,17.72,             
11   ,1891,7.52  ,313.81  ,241.42  ,344.42     ,17.67,             
12   ,1891,7.52  ,315.37  ,244.05  ,356.10     ,18.21,             
1    ,1892,7.33  ,316.40  ,243.19  ,363.87     ,19.02,             
2    ,1892,7.33  ,317.44  ,244.01  ,365.72     ,19.04,             
3    ,1892,7.14  ,318.48  ,245.75  ,370.91     ,19.74,             
4    ,1892,7.04  ,319.52  ,243.58  ,371.47     ,19.94,             
5    ,1892,7.04  ,320.57  ,246.37  ,372.71     ,19.91,             
6    ,1892,7.04  ,321.62  ,248.66  ,371.94     ,19.77,             
7    ,1892,7.23  ,322.67  ,246.85  ,373.17     ,19.21,             
8    ,1892,7.33  ,323.73  ,246.62  ,379.79     ,19.20,             
9    ,1892,7.33  ,324.79  ,244.81  ,371.56     ,18.69,             
10   ,1892,7.33  ,325.85  ,245.12  ,380.27     ,19.04,             
11   ,1892,7.52  ,326.92  ,245.97  ,380.19     ,18.46,             
12   ,1892,7.61  ,327.99  ,245.61  ,377.37     ,18.01,             
1    ,1893,7.90  ,330.32  ,244.58  ,385.55     ,17.66,             
2    ,1893,7.99  ,332.66  ,243.95  ,380.02     ,17.13,             
3    ,1893,7.80  ,335.03  ,246.02  ,367.61     ,16.90,             
4    ,1893,7.71  ,337.40  ,246.07  ,368.98     ,17.10,             
5    ,1893,7.61  ,339.80  ,245.71  ,337.67     ,15.78,             
6    ,1893,7.42  ,342.21  ,242.48  ,322.98     ,15.42,             
7    ,1893,7.23  ,344.64  ,240.48  ,294.21     ,14.35,             
8    ,1893,6.95  ,347.09  ,242.58  ,288.51     ,14.59,             
9    ,1893,7.23  ,349.55  ,246.61  ,310.37     ,15.01,             
10   ,1893,7.33  ,352.04  ,246.24  ,320.88     ,15.27,             
11   ,1893,7.14  ,354.54  ,251.13  ,327.16     ,15.94,             
12   ,1893,7.04  ,357.05  ,254.93  ,316.99     ,15.61,             
1    ,1894,6.85  ,358.04  ,252.61  ,311.78     ,15.74,             
2    ,1894,6.76  ,359.03  ,255.59  ,317.31     ,16.20,             
3    ,1894,6.57  ,360.02  ,257.17  ,327.94     ,17.19,             
4    ,1894,6.57  ,361.02  ,258.20  ,333.51     ,17.43,             
5    ,1894,6.57  ,362.02  ,257.82  ,322.32     ,16.81,             
6    ,1894,6.57  ,363.02  ,259.71  ,319.13     ,16.61,             
7    ,1894,6.57  ,364.02  ,259.89  ,313.72     ,16.29,             
8    ,1894,6.76  ,365.03  ,260.94  ,326.77     ,16.46,             
9    ,1894,6.85  ,366.04  ,262.83  ,333.19     ,16.52,             
10   ,1894,6.66  ,367.05  ,262.74  ,324.01     ,16.50,             
11   ,1894,6.66  ,368.07  ,265.22  ,325.23     ,16.54,             
12   ,1894,6.57  ,369.09  ,265.98  ,323.46     ,16.67,             
1    ,1895,6.57  ,370.04  ,261.57  ,320.92     ,16.52,             
2    ,1895,6.57  ,370.99  ,275.49  ,317.62     ,16.33,             
3    ,1895,6.57  ,371.95  ,278.44  ,318.84     ,16.36,             
4    ,1895,6.85  ,372.90  ,282.12  ,333.71     ,16.39,             
5    ,1895,6.95  ,373.87  ,285.38  ,353.20     ,17.08,             
6    ,1895,7.04  ,374.83  ,290.11  ,361.24     ,17.21,             
7    ,1895,6.95  ,375.79  ,290.74  ,363.91     ,17.55,             
8    ,1895,6.85  ,376.76  ,287.55  ,370.44     ,18.07,             
9    ,1895,6.85  ,377.73  ,289.22  ,373.91     ,18.20,             
10   ,1895,6.85  ,378.70  ,278.93  ,369.63     ,17.94,             
11   ,1895,6.85  ,379.68  ,287.28  ,358.34     ,17.34,             
12   ,1895,6.76  ,380.66  ,286.74  ,338.40     ,16.55,             
1    ,1896,6.66  ,382.48  ,277.54  ,335.56     ,16.58,             
2    ,1896,6.57  ,384.32  ,276.85  ,350.76     ,17.52,             
3    ,1896,6.57  ,386.16  ,280.80  ,346.40     ,17.23,             
4    ,1896,6.47  ,388.02  ,284.15  ,350.73     ,17.64,             
5    ,1896,6.37  ,389.88  ,283.15  ,350.28     ,17.83,             
6    ,1896,6.28  ,391.75  ,284.41  ,345.08     ,17.78,             
7    ,1896,6.28  ,393.63  ,279.00  ,323.88     ,16.64,             
8    ,1896,6.28  ,395.52  ,274.03  ,306.62     ,15.70,             
9    ,1896,6.28  ,397.42  ,282.47  ,323.88     ,16.54,             
10   ,1896,6.47  ,399.33  ,286.34  ,332.29     ,16.44,             
11   ,1896,6.66  ,401.24  ,293.75  ,356.13     ,17.09,             
12   ,1896,6.66  ,403.17  ,295.19  ,344.27     ,16.50,             
1    ,1897,6.47  ,404.33  ,301.87  ,345.42     ,17.03,             
2    ,1897,6.47  ,405.49  ,304.09  ,343.32     ,16.89,             
3    ,1897,6.47  ,406.65  ,306.77  ,345.31     ,16.96,             
4    ,1897,6.37  ,407.81  ,309.31  ,335.75     ,16.70,             
5    ,1897,6.28  ,408.98  ,307.18  ,338.57     ,17.05,             
6    ,1897,6.28  ,410.15  ,312.23  ,355.50     ,17.85,             
7    ,1897,6.28  ,411.33  ,316.20  ,372.50     ,18.65,             
8    ,1897,6.57  ,412.51  ,315.93  ,397.87     ,19.01,             
9    ,1897,6.76  ,413.69  ,317.08  ,418.30     ,19.37,             
10   ,1897,6.66  ,414.88  ,322.03  ,406.02     ,19.03,             
11   ,1897,6.66  ,416.07  ,325.26  ,392.89     ,18.36,             
12   ,1897,6.66  ,417.26  ,328.65  ,402.53     ,18.75,             
1    ,1898,6.66  ,418.49  ,329.64  ,414.73     ,19.25,             
2    ,1898,6.76  ,419.73  ,323.01  ,415.10     ,18.92,             
3    ,1898,6.76  ,420.97  ,312.98  ,397.58     ,18.04,             
4    ,1898,6.76  ,422.22  ,308.86  ,391.98     ,17.71,             
5    ,1898,7.23  ,423.47  ,313.90  ,418.95     ,17.60,             
6    ,1898,6.76  ,424.72  ,319.59  ,436.55     ,19.54,             
7    ,1898,6.66  ,425.98  ,328.87  ,439.58     ,19.86,             
8    ,1898,6.66  ,427.24  ,331.03  ,457.31     ,20.54,             
9    ,1898,6.66  ,428.50  ,332.07  ,457.79     ,20.44,             
10   ,1898,6.66  ,429.77  ,333.74  ,449.57     ,19.95,             
11   ,1898,6.66  ,431.04  ,333.48  ,465.81     ,20.53,             
12   ,1898,6.76  ,432.32  ,337.46  ,496.14     ,21.40,             
1    ,1899,6.76  ,433.53  ,340.81  ,535.31     ,22.93,             
2    ,1899,6.95  ,434.74  ,339.54  ,556.94     ,23.05,             
3    ,1899,6.95  ,435.96  ,341.58  ,566.25     ,23.28,             
4    ,1899,7.04  ,437.18  ,345.12  ,574.70     ,23.15,             
5    ,1899,7.04  ,438.40  ,345.33  ,552.14     ,22.09,             
6    ,1899,7.14  ,439.63  ,349.04  ,541.07     ,21.21,             
7    ,1899,7.23  ,440.86  ,347.94  ,561.27     ,21.56,             
8    ,1899,7.33  ,442.10  ,349.67  ,577.04     ,21.73,             
9    ,1899,7.61  ,443.33  ,350.39  ,572.24     ,20.59,             
10   ,1899,7.71  ,444.57  ,351.29  ,571.07     ,20.15,             
11   ,1899,7.80  ,445.82  ,354.05  ,583.43     ,20.20,             
12   ,1899,7.90  ,447.07  ,363.22  ,545.27     ,18.51,             
1    ,1900,7.90  ,448.80  ,364.12  ,554.22     ,18.67,             
2    ,1900,7.99  ,450.53  ,366.40  ,565.93     ,18.70,             
3    ,1900,7.99  ,452.27  ,370.88  ,572.21     ,18.78,             
4    ,1900,7.99  ,454.02  ,365.80  ,581.30     ,18.94,             
5    ,1900,7.80  ,455.78  ,369.79  ,555.58     ,18.40,             
6    ,1900,7.71  ,457.54  ,370.55  ,540.82     ,17.99,             
7    ,1900,7.80  ,459.31  ,369.91  ,542.59     ,17.69,             
8    ,1900,7.71  ,461.09  ,367.73  ,551.84     ,18.07,             
9    ,1900,7.80  ,462.87  ,371.59  ,551.84     ,17.34,             
10   ,1900,7.71  ,464.66  ,372.68  ,540.73     ,18.10,             
11   ,1900,7.71  ,466.46  ,380.39  ,562.32     ,19.42,             
12   ,1900,7.61  ,468.26  ,385.50  ,608.32     ,20.74,             
1    ,1901,7.71  ,469.94  ,387.64  ,667.84     ,20.98,             
2    ,1901,7.61  ,471.62  ,388.57  ,686.88     ,21.68,             
3    ,1901,7.61  ,473.31  ,388.10  ,713.45     ,22.35,             
4    ,1901,7.52  ,475.01  ,392.04  ,775.22     ,24.41,             
5    ,1901,7.52  ,476.71  ,391.39  ,738.13     ,23.06,             
6    ,1901,7.52  ,478.42  ,393.58  ,813.76     ,25.24,             
7    ,1901,7.61  ,480.13  ,393.27  ,761.35     ,23.14,             
8    ,1901,7.71  ,481.85  ,390.49  ,774.07     ,23.08,             
9    ,1901,7.80  ,483.58  ,394.11  ,772.48     ,22.59,             
10   ,1901,7.80  ,485.31  ,398.98  ,766.08     ,22.25,             
11   ,1901,7.90  ,487.05  ,399.93  ,784.80     ,22.38,             
12   ,1901,7.99  ,488.80  ,401.25  ,774.56     ,21.68,             
1    ,1902,7.90  ,490.72  ,402.93  ,793.52     ,22.34,             
2    ,1902,7.90  ,492.65  ,403.89  ,802.72     ,22.46,             
3    ,1902,7.90  ,494.59  ,404.85  ,806.15     ,22.41,             
4    ,1902,7.99  ,496.53  ,405.45  ,836.14     ,22.82,             
